id,x,y,r1,r2
../data/images1/85.jpg,895,656,42,8
../data/images1/86.jpg,882,641,11,7
../data/images1/87.jpg,903,661,49,7
../data/images1/88.jpg,906,660,47,9
../data/images1/89.jpg,909,659,44,10
../data/images1/90.jpg,895,642,10,11
../data/images1/91.jpg,898,642,10,11
../data/images1/92.jpg,901,642,10,11
../data/images1/93.jpg,904,642,10,10
../data/images1/94.jpg,907,641,11,9
../data/images1/95.jpg,910,640,11,8
../data/images1/96.jpg,913,639,11,7
../data/images1/97.jpg,917,637,11,7
../data/images1/98.jpg,922,635,11,7
../data/images1/99.jpg,926,633,11,7
../data/images1/100.jpg,930,632,10,6
../data/images1/101.jpg,934,632,9,5
../data/images1/103.jpg,946,615,6,3
../data/images1/104.jpg,947,613,8,2
../data/images1/105.jpg,955,614,10,8
../data/images1/106.jpg,959,611,10,7
../data/images1/107.jpg,963,608,10,7
../data/images1/108.jpg,968,605,9,7
../data/images1/109.jpg,973,602,9,8
../data/images1/110.jpg,979,600,10,8
../data/images1/111.jpg,983,597,8,9
../data/images1/112.jpg,987,593,6,9
../data/images1/113.jpg,993,593,8,9
../data/images1/114.jpg,997,591,8,9
../data/images1/115.jpg,1001,588,6,8
../data/images1/116.jpg,1005,587,7,7
../data/images1/117.jpg,1010,585,8,7
../data/images1/118.jpg,1016,584,8,8
../data/images1/119.jpg,1020,583,9,8
../data/images1/120.jpg,1026,582,9,9
../data/images1/121.jpg,1031,580,9,10
../data/images1/122.jpg,1036,579,9,10
../data/images1/123.jpg,1041,577,9,10
../data/images1/124.jpg,1046,576,9,10
../data/images1/125.jpg,1050,575,9,10
../data/images1/126.jpg,1055,574,9,10
../data/images1/127.jpg,1060,573,9,10
../data/images1/128.jpg,1063,572,9,8
../data/images1/129.jpg,1068,572,10,8
../data/images1/130.jpg,1073,572,10,8
../data/images1/131.jpg,1078,571,10,9
../data/images1/132.jpg,1082,571,10,9
../data/images1/133.jpg,1088,571,10,10
../data/images1/134.jpg,1093,571,10,10
../data/images1/135.jpg,1098,570,9,11
../data/images1/136.jpg,1102,570,10,10
../data/images1/137.jpg,1107,570,10,10
../data/images1/138.jpg,1111,569,9,10
../data/images1/139.jpg,1116,569,9,10
../data/images1/140.jpg,1120,570,9,10
../data/images1/141.jpg,1125,571,10,10
../data/images1/142.jpg,1129,571,10,9
../data/images1/143.jpg,1133,572,10,9
../data/images1/144.jpg,1138,572,10,9
../data/images1/145.jpg,1143,573,9,9
../data/images1/146.jpg,1149,574,10,10
../data/images1/147.jpg,1153,575,10,10
../data/images1/148.jpg,1158,575,10,11
../data/images1/149.jpg,1163,576,9,11
../data/images1/150.jpg,1167,577,10,11
../data/images1/151.jpg,1171,578,9,10
../data/images1/152.jpg,1175,579,9,10
../data/images1/153.jpg,1181,582,10,10
../data/images1/154.jpg,1184,583,10,9
../data/images1/155.jpg,1189,584,9,10
../data/images1/156.jpg,1192,585,7,9
../data/images1/157.jpg,1196,585,5,10
../data/images1/158.jpg,1198,586,3,8
../data/images1/159.jpg,1200,590,0,4
